time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20161101:2100,17.5,51.85,0.0,0.0,0.0,318.8,1.38,136.0,97380.0
20161101:2200,16.57,55.9,0.0,0.0,0.0,317.2,1.59,140.0,97408.0
20161101:2300,15.72,60.1,0.0,0.0,0.0,315.8,1.79,143.0,97408.0
20161102:0000,15.21,62.8,0.0,0.0,0.0,314.2,1.93,144.0,97427.0
20161102:0100,14.93,65.85,0.0,0.0,0.0,313.05,2.0,142.0,97495.0
20161102:0200,15.26,70.75,200.45,914.45,64.95,313.0,1.59,141.0,97533.0
20161102:0300,20.27,52.2,408.7,899.66,92.5,318.2,0.97,152.0,97619.0
20161102:0400,25.31,32.6,587.75,915.85,108.9,327.8,0.97,164.0,97658.0
20161102:0500,28.34,25.3,712.6,912.64,118.8,338.8,0.9,182.0,97629.0
20161102:0600,30.14,21.8,770.2,891.09,123.15,348.6,0.55,200.0,97600.0
20161102:0700,30.7,22.5,755.7,851.34,122.15,354.4,0.07,177.0,97495.0
20161102:0800,31.32,20.35,670.2,788.28,115.6,357.8,0.9,10.0,97389.0
20161102:0900,31.65,19.0,522.0,689.51,103.45,357.6,1.72,18.0,97312.0
20161102:1000,31.57,18.45,328.05,530.28,83.5,357.0,2.14,27.0,97264.0
20161102:1100,31.07,18.8,121.75,267.82,47.85,354.6,2.34,34.0,97303.0
20161102:1200,29.34,23.0,4.25,13.3,3.4,350.6,2.07,50.0,97264.0
20161102:1300,27.06,27.45,0.0,0.0,0.0,343.8,2.21,60.0,97284.0
20161102:1400,25.08,31.9,0.0,0.0,0.0,340.6,2.21,68.0,97341.0
20161102:1500,23.55,35.75,0.0,0.0,0.0,337.8,2.28,77.0,97389.0
20161102:1600,22.19,39.6,0.0,0.0,0.0,335.2,2.34,86.0,97437.0
20161102:1700,20.98,43.6,0.0,0.0,0.0,333.0,2.41,96.0,97437.0
20161102:1800,20.02,47.3,0.0,0.0,0.0,331.2,2.41,104.0,97427.0
20161102:1900,19.07,52.8,0.0,0.0,0.0,329.0,2.21,114.0,97418.0
20161102:2000,18.35,56.75,0.0,0.0,0.0,327.2,2.14,120.0,97427.0
20161102:2100,17.74,60.4,0.0,0.0,0.0,325.6,2.14,123.0,97408.0
20161102:2200,17.23,63.7,0.0,0.0,0.0,324.2,2.07,127.0,97427.0
20161102:2300,16.71,66.95,0.0,0.0,0.0,322.6,1.93,131.0,97427.0
20161103:0000,16.2,70.15,0.0,0.0,0.0,321.0,1.86,133.0,97485.0
20161103:0100,15.71,74.65,0.0,0.0,0.0,319.85,1.72,135.0,97514.0
20161103:0200,16.0,77.65,195.7,903.49,64.45,319.4,1.45,134.0,97581.0
20161103:0300,20.65,58.25,401.8,888.51,92.35,324.4,1.03,142.0,97667.0
20161103:0400,25.02,43.25,579.0,904.54,109.15,334.6,1.17,151.0,97696.0
20161103:0500,27.77,35.9,702.9,902.45,118.95,346.4,1.45,156.0,97696.0
20161103:0600,29.23,31.7,761.85,884.3,122.95,356.2,1.03,122.0,97639.0
20161103:0700,30.49,27.35,747.1,844.37,121.8,361.2,1.79,56.0,97523.0
20161103:0800,31.15,24.35,661.75,780.54,115.35,364.0,2.28,41.0,97408.0
20161103:0900,31.41,22.85,514.6,681.82,103.0,364.6,2.69,38.0,97322.0
20161103:1000,31.3,22.2,322.2,522.41,82.9,363.4,2.76,35.0,97264.0
20161103:1100,30.79,22.55,118.35,261.05,47.05,361.6,2.69,34.0,97274.0
20161103:1200,29.1,26.85,3.8,11.39,3.1,357.2,2.0,36.0,97264.0
20161103:1300,27.0,31.25,0.0,0.0,0.0,350.4,2.0,37.0,97284.0
20161103:1400,25.18,35.55,0.0,0.0,0.0,347.0,2.0,34.0,97380.0
20161103:1500,23.6,39.7,0.0,0.0,0.0,344.2,2.07,43.0,97408.0
20161103:1600,22.18,44.05,0.0,0.0,0.0,341.6,2.14,57.0,97427.0
20161103:1700,20.85,48.8,0.0,0.0,0.0,338.4,2.14,78.0,97447.0
20161103:1800,19.66,54.1,0.0,0.0,0.0,336.0,2.14,103.0,97437.0
20161103:1900,18.55,59.55,0.0,0.0,0.0,330.2,2.0,117.0,97437.0
20161103:2000,17.77,63.9,0.0,0.0,0.0,327.2,2.07,133.0,97360.0
20161103:2100,17.25,66.6,0.0,0.0,0.0,324.2,2.07,143.0,97360.0
20161103:2200,16.9,67.9,0.0,0.0,0.0,322.8,2.14,153.0,97332.0
20161103:2300,16.58,68.65,0.0,0.0,0.0,320.6,2.14,158.0,97360.0
20161104:0000,16.19,69.65,0.0,0.0,0.0,318.8,2.07,166.0,97351.0
20161104:0100,15.79,71.4,0.0,0.0,0.0,317.45,2.0,174.0,97341.0
20161104:0200,15.89,74.45,193.6,913.62,63.55,316.4,1.72,181.0,97399.0
20161104:0300,20.41,55.0,399.55,893.28,91.3,321.2,1.38,187.0,97447.0
20161104:0400,24.71,40.6,576.85,908.79,107.9,330.6,1.72,191.0,97456.0
20161104:0500,27.54,32.85,700.9,906.52,117.55,341.2,2.28,199.0,97408.0
20161104:0600,29.03,29.05,757.0,883.13,122.15,350.4,2.0,202.0,97351.0
20161104:0700,29.84,27.9,742.85,843.67,121.1,358.2,1.45,215.0,97264.0
20161104:0800,30.39,25.05,658.65,781.28,114.45,360.6,1.24,270.0,97121.0
20161104:0900,30.75,22.9,512.3,683.31,102.05,360.8,1.59,300.0,97044.0
20161104:1000,30.75,21.5,320.4,523.69,82.1,358.6,1.79,315.0,96967.0
20161104:1100,30.38,20.9,116.8,260.91,46.25,355.2,1.59,324.0,96929.0
20161104:1200,29.19,24.1,3.5,11.01,2.85,350.2,0.62,329.0,96957.0
20161104:1300,27.6,26.7,0.0,0.0,0.0,343.0,0.21,167.0,96948.0
20161104:1400,24.9,34.65,0.0,0.0,0.0,339.2,1.03,165.0,97005.0
20161104:1500,21.92,43.0,0.0,0.0,0.0,336.2,1.79,178.0,97044.0
20161104:1600,20.65,46.7,0.0,0.0,0.0,333.2,2.34,192.0,97082.0
20161104:1700,19.69,50.8,0.0,0.0,0.0,330.6,2.41,207.0,97082.0
20161104:1800,19.25,52.1,0.0,0.0,0.0,327.8,2.48,219.0,97082.0
20161104:1900,19.12,53.45,0.0,0.0,0.0,326.2,2.76,232.0,97044.0
20161104:2000,18.88,54.7,0.0,0.0,0.0,324.4,2.69,237.0,97034.0
20161104:2100,18.41,57.05,0.0,0.0,0.0,322.6,2.41,237.0,97005.0
20161104:2200,17.74,60.45,0.0,0.0,0.0,320.8,2.21,230.0,96957.0
20161104:2300,17.0,64.2,0.0,0.0,0.0,319.2,2.14,215.0,97005.0
20161105:0000,16.35,67.35,0.0,0.0,0.0,318.0,2.14,206.0,97005.0
20161105:0100,15.83,70.75,0.0,0.0,0.0,317.25,2.14,205.0,97082.0
20161105:0200,15.86,74.85,190.6,916.72,62.8,316.8,1.79,212.0,97130.0
20161105:0300,20.27,56.75,396.35,894.64,90.5,321.4,1.45,226.0,97178.0
20161105:0400,24.45,42.05,574.6,912.13,107.05,330.0,2.14,239.0,97226.0
20161105:0500,27.4,33.95,700.5,912.73,116.4,339.0,2.97,247.0,97168.0
20161105:0600,29.51,27.9,760.2,894.22,120.6,347.2,3.59,254.0,97121.0
20161105:0700,30.65,24.7,747.0,855.61,119.5,351.4,3.17,258.0,97005.0
20161105:0800,31.46,21.7,662.9,793.17,113.15,355.0,2.97,268.0,96890.0
20161105:0900,31.85,18.9,515.85,694.46,101.15,355.4,2.76,282.0,96833.0
20161105:1000,31.82,16.4,322.35,532.66,81.55,353.4,2.48,292.0,96756.0
20161105:1100,31.28,16.75,116.6,264.62,45.75,349.8,1.72,289.0,96785.0
20161105:1200,29.63,21.2,3.25,9.69,2.7,345.0,1.79,245.0,96804.0
20161105:1300,26.72,26.95,0.0,0.0,0.0,338.0,2.55,225.0,96823.0
20161105:1400,23.98,34.2,0.0,0.0,0.0,335.2,2.69,219.0,96900.0
20161105:1500,22.33,39.2,0.0,0.0,0.0,332.0,2.76,217.0,96929.0
20161105:1600,21.32,42.8,0.0,0.0,0.0,329.2,2.83,216.0,96967.0
20161105:1700,20.59,45.95,0.0,0.0,0.0,326.2,2.83,219.0,96967.0
20161105:1800,19.93,49.05,0.0,0.0,0.0,323.0,2.76,224.0,96967.0
20161105:1900,19.45,54.7,0.0,0.0,0.0,322.0,2.9,224.0,96938.0
20161105:2000,18.89,57.9,0.0,0.0,0.0,319.8,2.76,229.0,96929.0
20161105:2100,18.33,60.85,0.0,0.0,0.0,318.2,2.69,236.0,96929.0
20161105:2200,17.88,63.2,0.0,0.0,0.0,317.2,2.69,239.0,96909.0
20161105:2300,17.6,64.7,0.0,0.0,0.0,316.2,2.69,237.0,96938.0
20161106:0000,17.43,65.55,0.0,0.0,0.0,315.6,2.76,233.0,96957.0
20161106:0100,17.29,66.35,0.0,0.0,0.0,315.25,2.76,229.0,97015.0
20161106:0200,17.65,65.85,189.25,929.94,62.35,315.2,2.62,226.0,97073.0
20161106:0300,20.99,54.85,394.8,900.05,90.0,319.2,2.55,227.0,97168.0
20161106:0400,24.73,42.8,571.9,914.04,106.5,328.2,3.17,230.0,97197.0
20161106:0500,27.51,34.6,696.25,911.76,116.0,338.4,3.66,234.0,97216.0
20161106:0600,29.57,28.35,753.25,889.94,119.9,347.6,3.93,239.0,97159.0
20161106:0700,30.7,24.9,739.65,850.64,118.8,354.4,3.66,242.0,97073.0
20161106:0800,31.52,21.4,655.55,787.35,112.5,357.8,3.66,249.0,96977.0
20161106:0900,31.84,18.75,509.25,688.24,100.45,359.0,3.93,252.0,96919.0
20161106:1000,31.71,17.8,317.3,526.4,80.85,356.8,4.0,252.0,96890.0
20161106:1100,31.1,18.15,113.8,259.83,44.9,354.0,3.17,248.0,96890.0
20161106:1200,28.79,22.5,2.95,9.17,2.45,348.8,2.69,227.0,96909.0
20161106:1300,25.79,27.75,0.0,0.0,0.0,340.0,2.97,213.0,96957.0
20161106:1400,23.94,31.55,0.0,0.0,0.0,334.4,2.97,207.0,97044.0
20161106:1500,22.62,34.9,0.0,0.0,0.0,329.4,2.97,207.0,97111.0
20161106:1600,21.59,38.2,0.0,0.0,0.0,324.6,2.97,211.0,97121.0
20161106:1700,20.71,41.45,0.0,0.0,0.0,322.4,2.97,219.0,97168.0
20161106:1800,19.87,44.25,0.0,0.0,0.0,319.8,2.9,224.0,97168.0
20161106:1900,19.37,50.15,0.0,0.0,0.0,320.4,2.9,229.0,97149.0
20161106:2000,18.71,52.25,0.0,0.0,0.0,317.6,2.76,232.0,97149.0
20161106:2100,17.99,54.75,0.0,0.0,0.0,315.0,2.55,236.0,97121.0
20161106:2200,17.25,57.05,0.0,0.0,0.0,311.4,2.41,241.0,97140.0
20161106:2300,16.53,58.75,0.0,0.0,0.0,308.4,2.28,243.0,97168.0
20161107:0000,15.81,60.25,0.0,0.0,0.0,304.8,2.21,240.0,97188.0
20161107:0100,15.15,62.1,0.0,0.0,0.0,301.4,2.21,238.0,97226.0
20161107:0200,14.96,65.45,191.85,971.16,62.2,299.8,1.86,243.0,97341.0
20161107:0300,19.12,49.55,401.35,927.78,90.15,302.6,1.45,252.0,97427.0
20161107:0400,23.65,35.0,581.8,939.5,106.65,310.4,1.72,263.0,97466.0
20161107:0500,26.46,31.7,707.8,934.95,116.1,320.4,2.14,276.0,97485.0
20161107:0600,28.39,25.75,766.0,912.28,120.0,330.0,2.41,294.0,97427.0
20161107:0700,29.23,23.65,751.75,871.11,119.0,336.2,2.41,311.0,97380.0
20161107:0800,30.06,20.8,665.95,806.12,112.65,339.0,2.76,319.0,97255.0
20161107:0900,30.48,19.1,516.95,704.81,100.5,340.6,3.1,324.0,97188.0
20161107:1000,30.49,18.15,321.55,539.48,80.75,340.2,3.24,328.0,97140.0
20161107:1100,29.96,18.45,114.5,265.53,44.75,339.0,2.76,334.0,97140.0
20161107:1200,28.01,22.45,2.8,8.59,2.35,335.2,2.28,339.0,97178.0
20161107:1300,25.52,26.4,0.0,0.0,0.0,328.2,2.62,344.0,97197.0
20161107:1400,23.51,30.05,0.0,0.0,0.0,325.2,2.76,348.0,97293.0
20161107:1500,22.04,32.95,0.0,0.0,0.0,322.2,2.83,351.0,97332.0
20161107:1600,21.03,35.35,0.0,0.0,0.0,319.8,2.76,353.0,97360.0
20161107:1700,20.23,37.95,0.0,0.0,0.0,317.2,2.69,357.0,97380.0
20161107:1800,19.5,40.8,0.0,0.0,0.0,314.8,2.62,1.0,97332.0
20161107:1900,18.51,44.8,0.0,0.0,0.0,312.6,2.48,357.0,97312.0
20161107:2000,17.76,48.3,0.0,0.0,0.0,310.2,2.34,358.0,97284.0
20161107:2100,16.88,52.45,0.0,0.0,0.0,308.4,2.14,3.0,97264.0
20161107:2200,15.97,57.15,0.0,0.0,0.0,306.6,1.93,15.0,97216.0
20161107:2300,15.69,58.9,0.0,0.0,0.0,304.8,1.59,38.0,97264.0
20161108:0000,15.44,60.2,0.0,0.0,0.0,303.4,1.38,73.0,97264.0
20161108:0100,14.59,65.4,0.0,0.0,0.0,301.6,1.52,110.0,97312.0
20161108:0200,13.89,73.55,189.9,982.52,61.65,300.8,1.72,142.0,97408.0
20161108:0300,18.48,59.05,399.1,932.28,89.4,304.8,1.03,158.0,97495.0
20161108:0400,23.53,41.55,579.05,942.2,105.75,313.2,1.24,171.0,97552.0
20161108:0500,26.58,33.2,704.9,937.08,115.15,324.2,1.52,190.0,97562.0
20161108:0600,28.37,26.75,763.05,913.8,119.2,333.2,1.66,233.0,97504.0
20161108:0700,29.6,23.15,748.95,872.51,118.2,339.0,2.14,258.0,97418.0
20161108:0800,30.37,20.25,663.7,807.73,111.95,341.0,2.48,270.0,97303.0
20161108:0900,30.77,18.5,515.45,706.93,99.9,341.4,2.62,275.0,97264.0
20161108:1000,30.75,17.65,320.65,541.92,80.25,340.6,2.55,278.0,97236.0
20161108:1100,30.22,18.2,113.5,266.06,44.25,338.4,2.0,276.0,97216.0
20161108:1200,28.49,22.55,2.55,7.95,2.15,333.2,1.93,254.0,97255.0
20161108:1300,25.87,27.3,0.0,0.0,0.0,326.4,2.28,237.0,97293.0
20161108:1400,23.55,32.7,0.0,0.0,0.0,323.0,2.55,228.0,97360.0
20161108:1500,21.67,37.8,0.0,0.0,0.0,320.0,2.62,224.0,97408.0
20161108:1600,20.34,41.15,0.0,0.0,0.0,317.0,2.62,224.0,97437.0
20161108:1700,19.42,43.35,0.0,0.0,0.0,313.4,2.62,224.0,97437.0
20161108:1800,18.64,45.25,0.0,0.0,0.0,310.2,2.55,228.0,97408.0
20161108:1900,17.96,49.15,0.0,0.0,0.0,308.6,2.62,225.0,97360.0
20161108:2000,17.34,51.5,0.0,0.0,0.0,306.2,2.62,231.0,97341.0
20161108:2100,16.77,53.85,0.0,0.0,0.0,304.2,2.55,235.0,97341.0
20161108:2200,16.23,56.2,0.0,0.0,0.0,301.8,2.55,236.0,97341.0
20161108:2300,15.74,58.35,0.0,0.0,0.0,300.2,2.55,233.0,97360.0
20161109:0000,15.24,60.55,0.0,0.0,0.0,298.0,2.48,232.0,97351.0
20161109:0100,14.79,62.85,0.0,0.0,0.0,296.6,2.48,228.0,97389.0
20161109:0200,14.72,65.45,188.9,1001.92,61.1,295.2,2.28,223.0,97456.0
20161109:0300,18.68,53.6,399.35,943.56,88.95,298.6,1.79,222.0,97543.0
20161109:0400,23.45,37.7,580.4,952.45,105.2,306.4,2.07,228.0,97610.0
20161109:0500,26.61,29.65,706.9,946.08,114.8,316.0,2.21,239.0,97619.0
20161109:0600,28.99,22.85,764.05,920.3,118.85,325.6,2.21,255.0,97543.0
20161109:0700,30.25,18.85,749.45,877.97,117.75,333.2,2.14,280.0,97466.0
20161109:0800,31.0,16.5,663.3,811.72,111.45,337.2,2.28,290.0,97360.0
20161109:0900,31.28,15.75,513.95,708.91,99.35,338.6,2.21,290.0,97293.0
20161109:1000,31.22,15.55,318.4,540.89,79.9,339.0,2.14,287.0,97274.0
20161109:1100,30.59,17.1,111.55,263.81,43.5,337.8,1.59,275.0,97264.0
20161109:1200,28.85,21.9,2.35,7.24,2.0,333.8,1.93,238.0,97274.0
20161109:1300,25.88,28.0,0.0,0.0,0.0,328.0,2.69,220.0,97322.0
20161109:1400,23.05,35.2,0.0,0.0,0.0,325.0,2.83,217.0,97380.0
20161109:1500,21.57,38.85,0.0,0.0,0.0,322.0,2.9,218.0,97427.0
20161109:1600,20.73,40.9,0.0,0.0,0.0,319.2,2.97,219.0,97447.0
20161109:1700,20.07,42.8,0.0,0.0,0.0,316.6,2.9,221.0,97447.0
20161109:1800,19.44,44.75,0.0,0.0,0.0,314.6,2.9,226.0,97447.0
20161109:1900,18.75,48.9,0.0,0.0,0.0,314.8,2.83,224.0,97389.0
20161109:2000,18.17,51.3,0.0,0.0,0.0,312.6,2.83,231.0,97360.0
20161109:2100,17.67,53.65,0.0,0.0,0.0,310.6,2.83,238.0,97332.0
20161109:2200,17.23,55.95,0.0,0.0,0.0,308.8,2.83,242.0,97341.0
20161109:2300,16.84,58.1,0.0,0.0,0.0,305.8,2.83,241.0,97322.0
20161110:0000,16.42,60.15,0.0,0.0,0.0,302.8,2.83,240.0,97322.0
20161110:0100,15.92,62.6,0.0,0.0,0.0,299.4,2.76,241.0,97332.0
20161110:0200,15.71,64.75,185.6,1005.44,60.35,296.8,2.41,239.0,97399.0
20161110:0300,19.0,54.35,395.35,942.64,88.3,299.0,1.93,235.0,97485.0
20161110:0400,23.28,39.05,576.0,951.32,104.6,306.2,2.14,234.0,97543.0
20161110:0500,26.37,29.2,702.4,945.35,114.05,316.2,2.34,235.0,97523.0
20161110:0600,28.57,23.15,760.3,920.65,118.05,324.6,2.41,241.0,97456.0
20161110:0700,29.96,19.95,746.05,878.47,116.95,333.2,2.55,247.0,97332.0
20161110:0800,30.67,18.1,660.1,812.06,110.6,336.8,2.62,257.0,97207.0
20161110:0900,30.94,17.4,511.25,709.11,98.6,339.0,2.48,262.0,97140.0
20161110:1000,30.85,17.15,316.35,541.35,79.05,339.0,2.28,263.0,97101.0
20161110:1100,30.23,18.25,110.0,262.41,42.9,337.6,1.79,253.0,97121.0
20161110:1200,28.28,23.55,2.15,6.46,1.85,333.0,2.28,223.0,97101.0
20161110:1300,25.08,30.4,0.0,0.0,0.0,326.6,2.83,212.0,97130.0
20161110:1400,22.84,35.5,0.0,0.0,0.0,323.6,2.9,208.0,97188.0
20161110:1500,21.71,37.95,0.0,0.0,0.0,320.0,2.97,206.0,97245.0
20161110:1600,20.84,40.1,0.0,0.0,0.0,317.0,3.03,205.0,97284.0
20161110:1700,20.09,42.25,0.0,0.0,0.0,314.6,2.97,204.0,97293.0
20161110:1800,19.36,44.75,0.0,0.0,0.0,312.4,2.97,204.0,97255.0
20161110:1900,18.65,51.15,0.0,0.0,0.0,311.8,2.83,206.0,97207.0
20161110:2000,18.02,54.05,0.0,0.0,0.0,310.2,2.76,211.0,97197.0
20161110:2100,17.45,56.9,0.0,0.0,0.0,309.0,2.69,219.0,97168.0
20161110:2200,16.93,59.75,0.0,0.0,0.0,308.0,2.69,225.0,97178.0
20161110:2300,16.44,62.45,0.0,0.0,0.0,307.2,2.55,228.0,97149.0
20161111:0000,16.0,64.85,0.0,0.0,0.0,306.4,2.48,229.0,97168.0
20161111:0100,15.6,67.1,0.0,0.0,0.0,305.6,2.48,226.0,97197.0
20161111:0200,15.6,68.85,179.15,986.95,59.15,305.4,2.28,221.0,97284.0
20161111:0300,19.23,56.35,384.45,922.62,86.9,309.0,2.0,219.0,97380.0
20161111:0400,23.36,42.55,561.85,932.07,103.15,317.6,2.55,220.0,97427.0
20161111:0500,26.21,34.45,686.5,927.62,112.4,327.6,3.1,224.0,97427.0
20161111:0600,28.18,28.55,745.1,905.62,116.45,336.0,3.38,229.0,97360.0
20161111:0700,29.31,25.1,731.5,864.26,115.45,343.0,3.03,219.0,97284.0
20161111:0800,29.86,22.5,647.45,798.97,109.3,346.0,2.97,210.0,97159.0
20161111:0900,30.05,21.45,501.2,697.31,97.4,346.0,3.03,208.0,97082.0
20161111:1000,29.86,21.3,309.3,530.83,77.95,344.6,2.97,209.0,97044.0
20161111:1100,29.2,22.3,106.6,255.37,41.85,342.6,2.69,209.0,97034.0
20161111:1200,27.09,27.65,1.9,5.6,1.65,337.8,2.41,203.0,97044.0
20161111:1300,24.37,33.95,0.0,0.0,0.0,331.0,2.62,202.0,97063.0
20161111:1400,22.69,38.5,0.0,0.0,0.0,327.2,2.62,206.0,97130.0
20161111:1500,21.6,41.7,0.0,0.0,0.0,324.0,2.55,210.0,97197.0
20161111:1600,20.75,44.45,0.0,0.0,0.0,322.0,2.48,213.0,97264.0
20161111:1700,19.88,47.65,0.0,0.0,0.0,320.4,2.48,216.0,97284.0
20161111:1800,19.05,50.95,0.0,0.0,0.0,319.0,2.55,219.0,97274.0
20161111:1900,18.31,55.6,0.0,0.0,0.0,320.8,2.48,220.0,97264.0
20161111:2000,17.7,58.75,0.0,0.0,0.0,319.6,2.41,215.0,97245.0
20161111:2100,17.12,61.9,0.0,0.0,0.0,317.8,2.41,210.0,97236.0
20161111:2200,16.53,65.1,0.0,0.0,0.0,316.4,2.34,207.0,97264.0
20161111:2300,15.98,68.25,0.0,0.0,0.0,314.6,2.28,204.0,97226.0
20161112:0000,15.43,71.4,0.0,0.0,0.0,313.0,2.14,203.0,97264.0
20161112:0100,14.91,74.65,0.0,0.0,0.0,311.85,2.07,198.0,97284.0
20161112:0200,14.78,77.9,173.4,970.93,58.25,311.4,1.86,194.0,97341.0
20161112:0300,18.8,61.55,375.9,906.72,86.4,315.6,1.45,196.0,97427.0
20161112:0400,22.99,46.1,551.6,918.16,102.85,324.0,1.72,206.0,97495.0
20161112:0500,25.86,37.8,674.8,913.31,112.7,334.6,2.07,222.0,97495.0
20161112:0600,27.8,31.45,731.75,890.11,116.9,343.8,2.28,234.0,97456.0
20161112:0700,28.86,28.1,718.7,850.14,115.5,351.4,2.41,240.0,97380.0
20161112:0800,29.43,25.0,635.8,785.61,109.05,354.6,2.55,241.0,97264.0
20161112:0900,29.63,23.6,491.3,684.09,97.05,354.6,2.55,247.0,97216.0
20161112:1000,29.48,23.25,302.0,518.01,77.5,353.4,2.48,254.0,97159.0
20161112:1100,28.96,23.85,102.95,246.34,41.0,350.2,2.14,258.0,97188.0
20161112:1200,27.47,28.15,1.75,3.49,1.6,345.8,1.72,244.0,97216.0
20161112:1300,25.27,32.95,0.0,0.0,0.0,338.4,1.72,238.0,97245.0
20161112:1400,23.04,38.85,0.0,0.0,0.0,334.6,1.59,250.0,97322.0
20161112:1500,20.94,44.85,0.0,0.0,0.0,330.4,1.59,280.0,97399.0
20161112:1600,19.7,44.95,0.0,0.0,0.0,326.6,2.07,316.0,97475.0
20161112:1700,19.3,41.85,0.0,0.0,0.0,324.0,2.9,346.0,97485.0
20161112:1800,19.1,41.45,0.0,0.0,0.0,322.4,3.17,6.0,97514.0
20161112:1900,18.75,42.95,0.0,0.0,0.0,319.6,3.1,2.0,97504.0
20161112:2000,18.28,46.6,0.0,0.0,0.0,316.2,3.03,7.0,97533.0
20161112:2100,17.61,51.05,0.0,0.0,0.0,313.0,2.76,12.0,97523.0
20161112:2200,16.88,55.3,0.0,0.0,0.0,310.0,2.55,21.0,97514.0
20161112:2300,16.12,59.4,0.0,0.0,0.0,305.4,2.41,30.0,97533.0
20161113:0000,15.36,63.45,0.0,0.0,0.0,301.8,2.41,33.0,97562.0
20161113:0100,14.73,67.3,0.0,0.0,0.0,298.6,2.34,35.0,97619.0
20161113:0200,14.41,71.35,174.1,1004.69,57.95,297.0,2.0,34.0,97687.0
20161113:0300,17.8,59.6,379.9,929.56,86.1,299.6,1.59,35.0,97754.0
20161113:0400,21.54,46.15,558.4,939.35,102.45,306.6,2.0,34.0,97802.0
20161113:0500,24.13,35.35,683.8,934.25,112.0,315.8,2.62,23.0,97802.0
20161113:0600,25.7,28.85,739.35,906.83,116.0,322.8,2.55,11.0,97744.0
20161113:0700,26.43,28.95,726.7,866.26,114.85,330.6,2.41,353.0,97639.0
20161113:0800,27.02,26.5,643.55,801.28,108.7,333.0,2.0,336.0,97562.0
20161113:0900,27.25,24.75,497.75,698.91,96.85,334.0,2.0,321.0,97466.0
20161113:1000,27.13,24.15,306.0,530.47,77.35,332.4,2.21,320.0,97447.0
20161113:1100,26.54,24.8,103.9,252.71,40.85,330.0,2.34,327.0,97447.0
20161113:1200,24.73,29.75,1.6,3.63,1.45,326.0,2.34,335.0,97456.0
20161113:1300,22.26,35.4,0.0,0.0,0.0,320.0,2.62,342.0,97475.0
20161113:1400,20.65,39.2,0.0,0.0,0.0,316.8,2.62,349.0,97533.0
20161113:1500,19.54,41.8,0.0,0.0,0.0,313.6,2.69,351.0,97600.0
20161113:1600,18.67,44.0,0.0,0.0,0.0,310.8,2.69,350.0,97629.0
20161113:1700,17.93,46.3,0.0,0.0,0.0,308.0,2.62,349.0,97619.0
20161113:1800,17.3,48.55,0.0,0.0,0.0,305.6,2.62,346.0,97619.0
20161113:1900,16.5,53.05,0.0,0.0,0.0,302.8,2.55,345.0,97581.0
20161113:2000,15.91,56.3,0.0,0.0,0.0,301.0,2.55,345.0,97571.0
20161113:2100,15.36,59.95,0.0,0.0,0.0,299.4,2.48,349.0,97552.0
20161113:2200,14.82,64.15,0.0,0.0,0.0,298.6,2.41,355.0,97562.0
20161113:2300,14.28,68.95,0.0,0.0,0.0,297.6,2.34,2.0,97543.0
20161114:0000,13.79,73.8,0.0,0.0,0.0,297.2,2.28,6.0,97571.0
20161114:0100,13.27,78.9,0.0,0.0,0.0,297.2,2.07,14.0,97610.0
20161114:0200,12.97,84.05,170.35,999.38,57.8,296.6,1.72,22.0,97658.0
20161114:0300,16.81,69.8,374.45,920.24,86.55,300.8,1.1,27.0,97706.0
20161114:0400,20.72,55.55,551.95,931.25,103.05,309.0,1.31,24.0,97754.0
20161114:0500,23.4,44.05,676.8,926.8,112.7,318.2,1.59,20.0,97744.0
20161114:0600,24.83,34.0,734.3,902.47,116.95,326.4,1.59,7.0,97677.0
20161114:0700,25.49,34.15,720.8,861.28,115.2,331.6,1.93,344.0,97581.0
20161114:0800,26.18,31.75,637.9,796.09,108.85,333.4,2.28,341.0,97485.0
20161114:0900,26.48,30.45,492.75,694.16,96.4,335.2,2.41,343.0,97399.0
20161114:1000,26.39,30.35,301.6,522.79,77.45,334.2,2.62,347.0,97370.0
20161114:1100,25.89,30.85,101.55,247.18,40.35,335.0,2.55,353.0,97351.0
20161114:1200,24.37,35.4,1.3,0.0,1.3,329.6,2.0,358.0,97351.0
20161114:1300,22.52,40.25,0.0,0.0,0.0,324.0,2.21,360.0,97389.0
20161114:1400,20.89,45.2,0.0,0.0,0.0,322.0,2.14,358.0,97437.0
20161114:1500,19.54,49.85,0.0,0.0,0.0,319.4,2.0,354.0,97495.0
20161114:1600,18.27,54.65,0.0,0.0,0.0,317.0,1.93,350.0,97552.0
20161114:1700,17.23,58.7,0.0,0.0,0.0,314.4,2.14,346.0,97543.0
20161114:1800,16.42,61.9,0.0,0.0,0.0,312.0,2.28,345.0,97533.0
20161114:1900,15.78,65.4,0.0,0.0,0.0,309.2,2.28,343.0,97504.0
20161114:2000,15.27,67.15,0.0,0.0,0.0,307.2,2.34,347.0,97495.0
20161114:2100,14.88,67.8,0.0,0.0,0.0,305.0,2.41,354.0,97447.0
20161114:2200,14.55,67.9,0.0,0.0,0.0,302.6,2.41,4.0,97447.0
20161114:2300,14.18,68.5,0.0,0.0,0.0,301.0,2.41,17.0,97437.0
20161115:0000,13.76,69.7,0.0,0.0,0.0,299.0,2.34,31.0,97466.0
20161115:0100,13.32,71.45,0.0,0.0,0.0,297.2,2.28,42.0,97514.0
